             pointing  group        RA       Dec  skip        SN               filename                 field detname  tilenumber
              2023ggw    NaN 225.72441  17.23373     0       NaN                    NaN               2023ggw      N4          35
              2023ggg    NaN 173.94525   3.57098     0       NaN                    NaN               2023ggg      N4          35
              2023exu    NaN 158.16452  12.26738     0       NaN                    NaN               2023exu      N4          35
              2023fot    NaN 185.44597  10.67841     0       NaN                    NaN               2023fot      N4          35
              2023goe    NaN 237.88576  13.41058     0       NaN                    NaN               2023goe      N4          35
              2023hcx    NaN 302.34467   5.21915     0       NaN                    NaN               2023hcx      N4          35
              2023grn    NaN 151.88185 -12.87356     0       NaN                    NaN               2023grn      N4          35
              2023gxf    NaN 257.22315  19.25932     0       NaN                    NaN               2023gxf      N4          35
              2023hym    NaN 213.39354 -45.34205     0       NaN                    NaN               2023hym      N4          35
              2023hro    NaN 190.94199 -20.07124     0       NaN                    NaN               2023hro      N4          35
              2023hwg    NaN 251.92098   9.75691     0       NaN                    NaN               2023hwg      N4          35
              2023huy    NaN 198.95939 -16.11808     0       NaN                    NaN               2023huy      N4          35
              2021lwx    NaN 318.44929  27.51768     0       NaN                    NaN               2021lwx      N4          35
              2023kmj    NaN 225.11300   6.54155     0       NaN                    NaN               2023kmj      N4          35
              2023lhy    NaN 242.45742  15.68558     0       NaN                    NaN               2023lhy      N4          35
              OMLApex    NaN 166.68000 -24.98000     0       NaN                    NaN               OMLApex     NaN        <NA>
              2023fyq    NaN 186.43891  12.75051     0       NaN                    NaN               2023fyq      N4          35
              2021foa    NaN 199.29926 -17.17016     0       NaN                    NaN               2021foa      N4          35
              2022oqm    NaN 227.28068  52.62175     0       NaN                    NaN               2022oqm      N4          35
             2020acct    NaN 146.23106  31.18303     0       NaN                    NaN              2020acct      N4          35
              2021smj    NaN 186.69181   8.96967     0       NaN                    NaN               2021smj      N4          35
              2024eek    NaN 279.47584 -62.43758     0       NaN                    NaN               2024eek      N4          35
              2024edy    NaN 157.50587  -2.41603     0       NaN                    NaN               2024edy      N4          35
              2024ecs    NaN 264.98556 -26.37434     0       NaN                    NaN               2024ecs      N4          35
             2022aebw    NaN 129.69244   5.36678     0       NaN                    NaN              2022aebw      N4          35
              2023wuk    NaN 334.87369  29.47504     0       NaN                    NaN               2023wuk      N4          35
             2022aefd    NaN 124.23289  -7.17000     0       NaN                    NaN              2022aefd      N4          35
               2023ke    NaN 165.76282 -28.84887     0       NaN                    NaN                2023ke      N4          35
              2023gqi    NaN 322.41462 -21.10514     0       NaN                    NaN               2023gqi      N4          35
              2023fud    NaN 194.33122 -17.04456     0       NaN                    NaN               2023fud      N4          35
              2023guy    NaN 193.97871   8.01765     0       NaN                    NaN               2023guy      N4          35
              2023hsw    NaN 167.08099  10.13005     0       NaN                    NaN               2023hsw      N4          35
              2023hzy    NaN 207.77490   0.55114     0       NaN                    NaN               2023hzy      N4          35
              2023iks    NaN 263.80097   6.86157     0       NaN                    NaN               2023iks      N4          35
              2023hsy    NaN 167.44057  11.27955     0       NaN                    NaN               2023hsy      N4          35
              2023jww    NaN 269.84088  17.34708     0       NaN                    NaN               2023jww      N4          35
              2023jsb    NaN 327.49129  14.24384     0       NaN                    NaN               2023jsb      N4          35
              2023jwr    NaN 229.27531  11.45106     0       NaN                    NaN               2023jwr      N4          35
              2023mde    NaN 257.85296  13.65614     0       NaN                    NaN               2023mde      N4          35
              2023lhq    NaN 252.03808  18.10935     0       NaN                    NaN               2023lhq      N4          35
              2023mbz    NaN 225.12915  11.61722     0       NaN                    NaN               2023mbz      N4          35
              2023mmb    NaN  48.07760 -24.52734     0       NaN                    NaN               2023mmb      N4          35
              2023mvl    NaN 295.41637 -21.17570     0       NaN                    NaN               2023mvl      N4          35
              2023mkt    NaN 229.55907 -23.99980     0       NaN                    NaN               2023mkt      N4          35
              2023mzb    NaN 300.35634 -25.11895     0       NaN                    NaN               2023mzb      N4          35
              2023ols    NaN 301.78432  -0.90864     0       NaN                    NaN               2023ols      N4          35
              2023osu    NaN 245.46686  -0.86400     0       NaN                    NaN               2023osu      N4          35
              2023ono    NaN  43.60527 -22.41568     0       NaN                    NaN               2023ono      N4          35
              2023reh    NaN 313.88705  16.78152     0       NaN                    NaN               2023reh      N4          35
              2023qfq    NaN 308.26343 -27.12332     0       NaN                    NaN               2023qfq      N4          35
              2023rbf    NaN 305.90449  19.57454     0       NaN                    NaN               2023rbf      N4          35
              2023ono    NaN  43.60534 -22.41560     0       NaN                    NaN               2023ono      N4          35
              2023dtc    NaN 128.32080 -22.87553     0       NaN                    NaN               2023dtc      N4          35
              2023xzq    NaN  16.34277  -8.86411     0       NaN                    NaN               2023xzq      N4          35
              2023xqm    NaN 158.64338 -27.56393     0       NaN                    NaN               2023xqm      N4          35
              2023zaz    NaN  59.72854 -25.97045     0       NaN                    NaN               2023zaz      N4          35
           GRB191016A    NaN  30.26714  24.59689     0       NaN                    NaN            GRB191016A      N4          35
           GRB181208A    NaN 113.35674 -70.00301     0       NaN                    NaN            GRB181208A      N4          35
           GRB210114A    NaN 118.78981 -12.34401     0       NaN                    NaN            GRB210114A      N4          35
           GRB220310A    NaN 168.25767  23.33899     0       NaN                    NaN            GRB220310A      N4          35
           GRB180807A    NaN 348.78296 -45.24101     0       NaN                    NaN            GRB180807A      N4          35
              2021smj    NaN 186.69456   8.97156     0       NaN                    NaN               2021smj      N4          35
              2024cgd    NaN 216.18521  23.22173     0       NaN                    NaN               2024cgd      N4          35
               2024uj    NaN 166.95215 -19.93919     0       NaN                    NaN                2024uj      N4          35
              2024exw    NaN 183.36181  14.86488     0       NaN                    NaN               2024exw      N4          35
              2017gci    NaN 101.68522 -27.16186     0       NaN                    NaN               2017gci      N4          35
              2023snn    NaN 332.01297 -16.45411     0       NaN                    NaN               2023snn      N4          35
              2023teu    NaN  67.23470  -1.76438     0       NaN                    NaN               2023teu      N4          35
              2023rzh    NaN  18.46534  13.35611     0       NaN                    NaN               2023rzh      N4          35
              2023vxb    NaN 325.62024  18.49594     0       NaN                    NaN               2023vxb      N4          35
              2023ver    NaN  57.91567  -0.42379     0       NaN                    NaN               2023ver      N4          35
              2023vyl    NaN 350.12138  17.30820     0       NaN                    NaN               2023vyl      N4          35
              2023xtg    NaN  27.27116 -14.89978     0       NaN                    NaN               2023xtg      N4          35
               2024pi    NaN 118.17537  14.92627     0       NaN                    NaN                2024pi      N4          35
               2024jz    NaN 233.26798  -1.53817     0       NaN                    NaN                2024jz      N4          35
              2023nlq    NaN 236.50272 -16.73487     0       NaN                    NaN               2023nlq      N4          35
              2023ryf    NaN 338.93021  -8.14250     0       NaN                    NaN               2023ryf      N4          35
              2023wdi    NaN 311.30876  -5.39697     0       NaN                    NaN               2023wdi      N4          35
              2024axd    NaN   5.04868 -11.26088     0       NaN                    NaN               2024axd      N4          35
              2023xnl    NaN 141.62150 -14.44181     0       NaN                    NaN               2023xnl      N4          35
               2024gy    NaN 183.96152  13.20389     0       NaN                    NaN                2024gy      N4          35
               2024hl    NaN  88.68350 -35.23602     0       NaN                    NaN                2024hl      N4          35
              2024any    NaN  47.23680  -2.86752     0       NaN                    NaN               2024any      N4          35
              2024gbt    NaN 189.49586 -27.34762     0       NaN                    NaN               2024gbt      N4          35
              2024eyo    NaN 311.15357 -45.89403     0       NaN                    NaN               2024eyo      N4          35
              2024gra    NaN 178.91512 -11.93574     0       NaN                    NaN               2024gra      N4          35
              2024gda    NaN 161.71677  11.92340     0       NaN                    NaN               2024gda      N4          35
              2024fbo    NaN 196.55290 -30.07435     0       NaN                    NaN               2024fbo      N4          35
              2024fwj    NaN 183.41294  14.33125     0       NaN                    NaN               2024fwj      N4          35
              2024fcd    NaN 177.78972   0.33392     0       NaN                    NaN               2024fcd      N4          35
              2024ctl    NaN 154.65875 -18.01262     0       NaN                    NaN               2024ctl      N4          35
              2024cvb    NaN 153.19802  -2.60241     0       NaN                    NaN               2024cvb      N4          35
              2024bha    NaN  82.88885 -38.96448     0       NaN                    NaN               2024bha      N4          35
              2024bhi    NaN 120.42795 -13.35809     0       NaN                    NaN               2024bhi      N4          35
              2024bks    NaN 196.83772 -27.28834     0       NaN                    NaN               2024bks      N4          35
              2024bqu    NaN 163.99384  12.00246     0       NaN                    NaN               2024bqu      N4          35
              2024apt    NaN 156.40151  -2.12392     0       NaN                    NaN               2024apt      N4          35
              2024agf    NaN  31.83641   2.01544     0       NaN                    NaN               2024agf      N4          35
             2023acgf    NaN  56.59234  -3.87855     0       NaN                    NaN              2023acgf      N4          35
              2023zax    NaN 146.39332   7.25931     0       NaN                    NaN               2023zax      N4          35
               2024ev    NaN 125.24649  22.14291     0       NaN                    NaN                2024ev      N4          35
             2023aaqu    NaN   5.79002 -52.33393     0       NaN                    NaN              2023aaqu      N4          35
             2023aaaa    NaN 150.65018  10.95102     0       NaN                    NaN              2023aaaa      N4          35
             2023aald    NaN 122.73633  14.32961     0       NaN                    NaN              2023aald      N4          35
              2023zem    NaN  81.70876 -15.82752     0       NaN                    NaN               2023zem      N4          35
             2023aait    NaN 147.35155 -13.86775     0       NaN                    NaN              2023aait      N4          35
              2023iwy    NaN 270.07521  26.49589     0       NaN                    NaN               2023iwy      N4          35
              2023olz    NaN  54.79039  15.65743     0       NaN                    NaN               2023olz      N4          35
             2023acfs    NaN 357.21504 -28.24100     0       NaN                    NaN              2023acfs      N4          35
              2023oci    NaN 188.59964  -4.29356     0       NaN                    NaN               2023oci      N4          35
              2023yzw    NaN  19.56565  -0.91704     0       NaN                    NaN               2023yzw      N4          35
              2023owy    NaN 213.48636 -11.12414     0       NaN                    NaN               2023owy      N4          35
              2023pdy    NaN 339.23467  22.69330     0       NaN                    NaN               2023pdy      N4          35
              2023oxw    NaN  43.19040 -20.77205     0       NaN                    NaN               2023oxw      N4          35
              2023tfg    NaN 333.54085 -52.63564     0       NaN                    NaN               2023tfg      N4          35
              2023nqd    NaN 310.53697   0.86200     0       NaN                    NaN               2023nqd      N4          35
              2023yoo    NaN 330.26090 -13.18772     0       NaN                    NaN               2023yoo      N4          35
              2023pbe    NaN 327.66438  13.37235     0       NaN                    NaN               2023pbe      N4          35
             2023abjs    NaN  54.71363 -34.27629     0       NaN                    NaN              2023abjs      N4          35
              2023qec    NaN 337.79398  18.64598     0       NaN                    NaN               2023qec      N4          35
              2023iuc    NaN 219.72971   2.37426     0       NaN                    NaN               2023iuc      N4          35
              2023zjm    NaN  80.62303   5.65788     0       NaN                    NaN               2023zjm      N4          35
              2023tnb    NaN  18.21301 -23.73443     0       NaN                    NaN               2023tnb      N4          35
              2023pru    NaN   9.84752 -17.82549     0       NaN                    NaN               2023pru      N4          35
              2023tfj    NaN  73.67822 -46.05948     0       NaN                    NaN               2023tfj      N4          35
              2023yrx    NaN 346.49290  15.29698     0       NaN                    NaN               2023yrx      N4          35
              2023zoh    NaN  89.35937 -39.43262     0       NaN                    NaN               2023zoh      N4          35
              2023ulq    NaN 336.10644 -11.83716     0       NaN                    NaN               2023ulq      N4          35
              2023nkq    NaN 306.21755  -4.36637     0       NaN                    NaN               2023nkq      N4          35
              2023qov    NaN 318.00521 -49.16803     0       NaN                    NaN               2023qov      N4          35
               2024ql    NaN  88.80511 -34.36019     0       NaN                    NaN                2024ql      N4          35
              2023teb    NaN 305.22623 -40.45965     0       NaN                    NaN               2023teb      N4          35
              2023ptg    NaN  39.13978  -4.92469     0       NaN                    NaN               2023ptg      N4          35
              2023lnh    NaN   8.50716  -9.61693     0       NaN                    NaN               2023lnh      N4          35
              2023zbo    NaN  25.60299 -16.21156     0       NaN                    NaN               2023zbo      N4          35
              2023tfc    NaN   9.00906 -42.91049     0       NaN                    NaN               2023tfc      N4          35
              2023nxz    NaN  75.40885 -37.24780     0       NaN                    NaN               2023nxz      N4          35
              2023rwy    NaN  39.79099 -21.05271     0       NaN                    NaN               2023rwy      N4          35
              2023mgq    NaN 218.04027  11.43190     0       NaN                    NaN               2023mgq      N4          35
              2024atk    NaN 199.62751 -14.52387     0       NaN                    NaN               2024atk      N4          35
              2024aoj    NaN 208.97974   6.01370     0       NaN                    NaN               2024aoj      N4          35
              2023oky    NaN 301.03254  -8.75536     0       NaN                    NaN               2023oky      N4          35
              2023vuj    NaN 160.27766 -13.11606     0       NaN                    NaN               2023vuj      N4          35
                2024F    NaN  18.56404   2.42626     0       NaN                    NaN                 2024F      N4          35
              2023yzu    NaN  80.99556 -20.00557     0       NaN                    NaN               2023yzu      N4          35
              2023sei    NaN 343.00401  -3.40093     0       NaN                    NaN               2023sei      N4          35
              2023kin    NaN 297.26968 -58.89539     0       NaN                    NaN               2023kin      N4          35
              2023mxn    NaN 350.93698  11.52571     0       NaN                    NaN               2023mxn      N4          35
              2024aju    NaN  44.70592 -25.48657     0       NaN                    NaN               2024aju      N4          35
              2023snj    NaN  22.05539 -56.40645     0       NaN                    NaN               2023snj      N4          35
              2023lxj    NaN 348.11416  14.17391     0       NaN                    NaN               2023lxj      N4          35
              2023mjq    NaN 212.40951   9.64780     0       NaN                    NaN               2023mjq      N4          35
              2023yhh    NaN 101.07582 -36.81231     0       NaN                    NaN               2023yhh      N4          35
              2023mnw    NaN 239.44119 -13.87491     0       NaN                    NaN               2023mnw      N4          35
              2023slc    NaN 285.98551 -21.28323     0       NaN                    NaN               2023slc      N4          35
              2023tvp    NaN 302.85282 -38.11306     0       NaN                    NaN               2023tvp      N4          35
              2023tgz    NaN  38.59071 -65.58006     0       NaN                    NaN               2023tgz      N4          35
              2023tmj    NaN 303.19526  -9.12828     0       NaN                    NaN               2023tmj      N4          35
              2023zzi    NaN  43.69438  15.67708     0       NaN                    NaN               2023zzi      N4          35
              2023vpo    NaN   7.20193  13.17326     0       NaN                    NaN               2023vpo      N4          35
              2023uyq    NaN  40.38759  -7.49715     0       NaN                    NaN               2023uyq      N4          35
              2023tjv    NaN  87.37145 -24.92809     0       NaN                    NaN               2023tjv      N4          35
              2023wtp    NaN  74.25359   0.16103     0       NaN                    NaN               2023wtp      N4          35
              2023ocj    NaN 221.70866   0.55555     0       NaN                    NaN               2023ocj      N4          35
             2023aanh    NaN 175.57471  -5.56459     0       NaN                    NaN              2023aanh      N4          35
              2023qre    NaN 312.74445   6.22549     0       NaN                    NaN               2023qre      N4          35
              2024ahf    NaN 166.95211   2.44455     0       NaN                    NaN               2024ahf      N4          35
              2023ons    NaN 331.27704 -45.32765     0       NaN                    NaN               2023ons      N4          35
              2023nuv    NaN 340.24399  -0.74533     0       NaN                    NaN               2023nuv      N4          35
              2022esa    NaN 253.48784  -9.61584     0       NaN                    NaN               2022esa      N4          35
              2023nnx    NaN 243.25607  27.06486     0       NaN                    NaN               2023nnx      N4          35
              2023zce    NaN 141.58491 -31.13925     0       NaN                    NaN               2023zce      N4          35
               2024qw    NaN 173.27234   6.00370     0       NaN                    NaN                2024qw      N4          35
              2023qdz    NaN   1.11043 -31.22342     0       NaN                    NaN               2023qdz      N4          35
              2023mha    NaN  33.83583 -24.51661     0       NaN                    NaN               2023mha      N4          35
              2023mkg    NaN  30.42739 -21.68602     0       NaN                    NaN               2023mkg      N4          35
              2023nlk    NaN 260.21974  22.29678     0       NaN                    NaN               2023nlk      N4          35
              2023ski    NaN  49.18424 -13.97599     0       NaN                    NaN               2023ski      N4          35
              2023tml    NaN 356.31523 -25.96671     0       NaN                    NaN               2023tml      N4          35
              2023mbs    NaN   2.81876  13.05526     0       NaN                    NaN               2023mbs      N4          35
              2023suh    NaN  54.78314  -9.45815     0       NaN                    NaN               2023suh      N4          35
              2023nzu    NaN  27.83984  23.36996     0       NaN                    NaN               2023nzu      N4          35
              2023nnz    NaN  36.36388  20.48150     0       NaN                    NaN               2023nnz      N4          35
              2023nup    NaN 310.25148 -22.49357     0       NaN                    NaN               2023nup      N4          35
              2023vch    NaN  78.65063 -23.72027     0       NaN                    NaN               2023vch      N4          35
              2023ype    NaN  65.76156 -63.11077     0       NaN                    NaN               2023ype      N4          35
              2023pwl    NaN 327.02195 -50.47662     0       NaN                    NaN               2023pwl      N4          35
              2023ogk    NaN 200.13728  13.83250     0       NaN                    NaN               2023ogk      N4          35
              2023tot    NaN 336.96865 -30.13933     0       NaN                    NaN               2023tot      N4          35
              2023pgu    NaN  36.76694 -13.86536     0       NaN                    NaN               2023pgu      N4          35
              2023sqs    NaN  29.57782  14.64719     0       NaN                    NaN               2023sqs      N4          35
              2022ywf    NaN  20.54867   1.04355     0       NaN                    NaN               2022ywf      N4          35
              2023uda    NaN 306.67569  10.78196     0       NaN                    NaN               2023uda      N4          35
              2023ozl    NaN 341.05015  10.70331     0       NaN                    NaN               2023ozl      N4          35
              2023opn    NaN 311.37844  13.09602     0       NaN                    NaN               2023opn      N4          35
              2023ndf    NaN  22.81004 -17.61682     0       NaN                    NaN               2023ndf      N4          35
              2023rzy    NaN  18.74808   1.78049     0       NaN                    NaN               2023rzy      N4          35
              2023kbe    NaN 243.16223   3.10818     0       NaN                    NaN               2023kbe      N4          35
              2023wlj    NaN  28.57000  -9.63083     0       NaN                    NaN               2023wlj      N4          35
              2023okd    NaN   6.33073   9.18604     0       NaN                    NaN               2023okd      N4          35
              2023rah    NaN 240.49395  12.64719     0       NaN                    NaN               2023rah      N4          35
             2023aajf    NaN  65.66961 -51.40059     0       NaN                    NaN              2023aajf      N4          35
              2023ytn    NaN 131.17743  -5.38409     0       NaN                    NaN               2023ytn      N4          35
              2023tyl    NaN  26.33781  19.59861     0       NaN                    NaN               2023tyl      N4          35
              2023uqw    NaN 358.09798  17.41881     0       NaN                    NaN               2023uqw      N4          35
              2023vcr    NaN  68.14182 -32.43533     0       NaN                    NaN               2023vcr      N4          35
              2023vus    NaN 138.79530  -8.15961     0       NaN                    NaN               2023vus      N4          35
              2023ngb    NaN   6.42156  -0.96331     0       NaN                    NaN               2023ngb      N4          35
              2023seg    NaN 265.70440  18.74516     0       NaN                    NaN               2023seg      N4          35
              2023pew    NaN  30.89469  12.24105     0       NaN                    NaN               2023pew      N4          35
              2023nls    NaN 332.81288 -22.94936     0       NaN                    NaN               2023nls      N4          35
              2023slw    NaN 293.07496 -53.50061     0       NaN                    NaN               2023slw      N4          35
              2023ssb    NaN  48.73825 -20.46764     0       NaN                    NaN               2023ssb      N4          35
              2023oho    NaN  37.51730 -10.36422     0       NaN                    NaN               2023oho      N4          35
              2023dtq    NaN 212.53480  17.71020     0       NaN                    NaN               2023dtq      N4          35
              2023mog    NaN 236.69765  13.97680     0       NaN                    NaN               2023mog      N4          35
              2023dtp    NaN 219.01110  22.59323     0       NaN                    NaN               2023dtp      N4          35
              2023fpa    NaN  87.70589 -33.00679     0       NaN                    NaN               2023fpa      N4          35
              2023aoz    NaN 121.19140  12.48037     0       NaN                    NaN               2023aoz      N4          35
              2023bpg    NaN 193.26817 -15.25505     0       NaN                    NaN               2023bpg      N4          35
              2023con    NaN 168.51952   6.79885     0       NaN                    NaN               2023con      N4          35
                2023E    NaN  18.97899 -50.10056     0       NaN                    NaN                 2023E      N4          35
              2023nmr    NaN 342.45618  -8.06289     0       NaN                    NaN               2023nmr      N4          35
              2023ehl    NaN 306.29236   5.34380     0       NaN                    NaN               2023ehl      N4          35
              2023cqz    NaN 172.55129  24.25735     0       NaN                    NaN               2023cqz      N4          35
               2023yv    NaN 185.19165  -6.88167     0       NaN                    NaN                2023yv      N4          35
              2023cqm    NaN 219.07900 -23.21190     0       NaN                    NaN               2023cqm      N4          35
              2023dtn    NaN 213.28188  20.50024     0       NaN                    NaN               2023dtn      N4          35
              2023bsa    NaN 164.92211   9.61601     0       NaN                    NaN               2023bsa      N4          35
              2023kml    NaN 248.86916   6.04953     0       NaN                    NaN               2023kml      N4          35
               2023ze    NaN 174.44468 -10.80361     0       NaN                    NaN                2023ze      N4          35
              2023ctf    NaN  65.43247 -38.63642     0       NaN                    NaN               2023ctf      N4          35
              2023jkr    NaN 217.99179   6.35228     0       NaN                    NaN               2023jkr      N4          35
              2023ivv    NaN 234.17050   4.56231     0       NaN                    NaN               2023ivv      N4          35
              2023csk    NaN 237.93063   9.85630     0       NaN                    NaN               2023csk      N4          35
              2023dtz    NaN 190.35148  13.81801     0       NaN                    NaN               2023dtz      N4          35
              2023dut    NaN 144.64465  -8.71552     0       NaN                    NaN               2023dut      N4          35
              2023iek    NaN 188.10489   9.82619     0       NaN                    NaN               2023iek      N4          35
              2023jwj    NaN 170.72470   1.20477     0       NaN                    NaN               2023jwj      N4          35
              2023mhs    NaN 205.81307  19.33724     0       NaN                    NaN               2023mhs      N4          35
              2023mgy    NaN 318.59594  -5.01262     0       NaN                    NaN               2023mgy      N4          35
              2021ipb    NaN 240.88526  14.63924     0       NaN                    NaN               2021ipb      N4          35
              2023azu    NaN 111.61900 -84.43331     0       NaN                    NaN               2023azu      N4          35
              2023cvf    NaN 275.24582 -63.26105     0       NaN                    NaN               2023cvf      N4          35
              2023cve    NaN 299.52881 -57.24628     0       NaN                    NaN               2023cve      N4          35
              2021hji    NaN 252.16907  22.08417     0       NaN                    NaN               2021hji      N4          35
              2021inj    NaN 241.41037   3.15893     0       NaN                    NaN               2021inj      N4          35
              2023joj    NaN 354.28945  -3.63944     0       NaN                    NaN               2023joj      N4          35
             2022advr    NaN 155.70198   3.84221     0       NaN                    NaN              2022advr      N4          35
              2023ito    NaN 192.42769  13.60165     0       NaN                    NaN               2023ito      N4          35
              2023col    NaN 172.74169  -1.06133     0       NaN                    NaN               2023col      N4          35
              2023boc    NaN 116.73254   7.38586     0       NaN                    NaN               2023boc      N4          35
             2022acyd    NaN  60.29519   5.63554     0       NaN                    NaN              2022acyd      N4          35
              2023dxk    NaN 221.31947   9.16611     0       NaN                    NaN               2023dxk      N4          35
              2023kbu    NaN 221.65919  19.36751     0       NaN                    NaN               2023kbu      N4          35
              2023jnj    NaN 311.48700 -27.55259     0       NaN                    NaN               2023jnj      N4          35
              2023clz    NaN 155.06690  -6.81607     0       NaN                    NaN               2023clz      N4          35
              2023dof    NaN  82.55815  -8.67730     0       NaN                    NaN               2023dof      N4          35
              2023jgq    NaN 222.90286  19.01312     0       NaN                    NaN               2023jgq      N4          35
             2022adpu    NaN 174.19732  -8.50092     0       NaN                    NaN              2022adpu      N4          35
              2023mma    NaN  61.67418 -27.32560     0       NaN                    NaN               2023mma      N4          35
              2023fdj    NaN 209.11736 -36.47755     0       NaN                    NaN               2023fdj      N4          35
                2023Q    NaN  29.26822  -0.37992     0       NaN                    NaN                 2023Q      N4          35
              2023dyl    NaN 150.74227   2.43040     0       NaN                    NaN               2023dyl      N4          35
              2023jvj    NaN 208.25797  16.90671     0       NaN                    NaN               2023jvj      N4          35
              2023iol    NaN 150.78042  -4.24657     0       NaN                    NaN               2023iol      N4          35
             2022aeed    NaN  61.88906 -31.38494     0       NaN                    NaN              2022aeed      N4          35
              2023njx    NaN 334.77760 -19.97209     0       NaN                    NaN               2023njx      N4          35
              2023ebl    NaN 159.85149 -27.82415     0       NaN                    NaN               2023ebl      N4          35
              2023epe    NaN 279.30674 -41.60491     0       NaN                    NaN               2023epe      N4          35
              2023hnl    NaN 325.54414 -34.07605     0       NaN                    NaN               2023hnl      N4          35
              2023eob    NaN 232.96930 -31.08306     0       NaN                    NaN               2023eob      N4          35
              2023jvm    NaN 165.39999   8.61366     0       NaN                    NaN               2023jvm      N4          35
              2023fnj    NaN 177.63154   6.65272     0       NaN                    NaN               2023fnj      N4          35
              2023hka    NaN 212.74068 -26.97467     0       NaN                    NaN               2023hka      N4          35
              2023mjx    NaN 347.46955  21.95109     0       NaN                    NaN               2023mjx      N4          35
              2023bgj    NaN  96.44754 -37.68730     0       NaN                    NaN               2023bgj      N4          35
              2023dtm    NaN 135.84977 -41.21331     0       NaN                    NaN               2023dtm      N4          35
              2023kjw    NaN 200.07233 -21.73896     0       NaN                    NaN               2023kjw      N4          35
              2023cog    NaN 191.00022  -1.54987     0       NaN                    NaN               2023cog      N4          35
              2021hvo    NaN 200.71107 -40.68972     0       NaN                    NaN               2021hvo      N4          35
             2022aecb    NaN  74.75723  -0.35492     0       NaN                    NaN              2022aecb      N4          35
              2023cvn    NaN  79.15055   6.52968     0       NaN                    NaN               2023cvn      N4          35
              2021jwl    NaN 233.89060   5.47924     0       NaN                    NaN               2021jwl      N4          35
              2023fou    NaN 190.08303  -9.96163     0       NaN                    NaN               2023fou      N4          35
              2023env    NaN 286.55833 -24.99580     0       NaN                    NaN               2023env      N4          35
              2023bbv    NaN  57.34834 -50.21328     0       NaN                    NaN               2023bbv      N4          35
              2023nof    NaN 339.93186 -15.74756     0       NaN                    NaN               2023nof      N4          35
              2023dwc    NaN 203.71495 -36.43680     0       NaN                    NaN               2023dwc      N4          35
              2023fon    NaN 179.79074  -1.46695     0       NaN                    NaN               2023fon      N4          35
              2023dtd    NaN 205.07737 -23.76624     0       NaN                    NaN               2023dtd      N4          35
              2023dtr    NaN 193.65943 -18.21755     0       NaN                    NaN               2023dtr      N4          35
              2023nlo    NaN 226.05487  16.84467     0       NaN                    NaN               2023nlo      N4          35
              2023cul    NaN  88.44627 -34.51083     0       NaN                    NaN               2023cul      N4          35
              2023kyb    NaN 217.46176 -29.66621     0       NaN                    NaN               2023kyb      N4          35
              2023eip    NaN 253.06643  23.71490     0       NaN                    NaN               2023eip      N4          35
              2023mdv    NaN 149.77965 -34.13525     0       NaN                    NaN               2023mdv      N4          35
              2023crx    NaN  69.14536  -0.06214     0       NaN                    NaN               2023crx      N4          35
              2023bhb    NaN 183.67862  19.25510     0       NaN                    NaN               2023bhb      N4          35
             2022aczs    NaN  31.33029 -23.61120     0       NaN                    NaN              2022aczs      N4          35
              2023com    NaN 142.12143   7.65734     0       NaN                    NaN               2023com      N4          35
              2023cyx    NaN 206.27331   3.89068     0       NaN                    NaN               2023cyx      N4          35
              2023mmo    NaN 240.95082  -1.95991     0       NaN                    NaN               2023mmo      N4          35
              2023mla    NaN 234.06846  18.00806     0       NaN                    NaN               2023mla      N4          35
              2023mjr    NaN 184.04048 -11.98873     0       NaN                    NaN               2023mjr      N4          35
              2023gss    NaN 211.09568 -27.06247     0       NaN                    NaN               2023gss      N4          35
              2023cun    NaN 116.87530  22.69488     0       NaN                    NaN               2023cun      N4          35
              2023dxj    NaN 145.97944  -2.52357     0       NaN                    NaN               2023dxj      N4          35
              2023cum    NaN 103.10584 -50.63407     0       NaN                    NaN               2023cum      N4          35
              2023dmp    NaN 194.95117 -19.44987     0       NaN                    NaN               2023dmp      N4          35
              2023kos    NaN 171.89692  18.11856     0       NaN                    NaN               2023kos      N4          35
              2023elb    NaN 158.81964 -44.08649     0       NaN                    NaN               2023elb      N4          35
              2023aez    NaN 220.06469  10.48458     0       NaN                    NaN               2023aez      N4          35
              2023iwu    NaN 154.60822  -6.75753     0       NaN                    NaN               2023iwu      N4          35
              2023bvw    NaN 122.68090  11.37459     0       NaN                    NaN               2023bvw      N4          35
              2023fdk    NaN 317.34020 -23.16299     0       NaN                    NaN               2023fdk      N4          35
              2021gwa    NaN 235.65230   6.94152     0       NaN                    NaN               2021gwa      N4          35
              2023inb    NaN 239.14219 -31.28098     0       NaN                    NaN               2023inb      N4          35
              2021gqc    NaN 226.94777 -10.16018     0       NaN                    NaN               2021gqc      N4          35
              2023eod    NaN  74.09783 -45.94396     0       NaN                    NaN               2023eod      N4          35
              2023dva    NaN 173.36858 -10.81628     0       NaN                    NaN               2023dva      N4          35
             2022abdh    NaN 129.78140  -8.77633     0       NaN                    NaN              2022abdh      N4          35
             2022abgg    NaN  35.75151  -9.11000     0       NaN                    NaN              2022abgg      N4          35
             2022abic    NaN  44.78655  -4.38421     0       NaN                    NaN              2022abic      N4          35
             2022abid    NaN  31.82880 -25.35371     0       NaN                    NaN              2022abid      N4          35
             2022acwj    NaN 138.59886 -33.25045     0       NaN                    NaN              2022acwj      N4          35
